Policy id,Policy number,Policy start date,Policy end date,Profitability,Active year,Purchase method,Coverage type,Premium,Customer id
20167,B404422,2/26/2022,2/26/2023,4514.778982,2022,Third party Agent,B,4515,dj_4871
20168,B404420,2/26/2022,2/26/2023,6203.442321,2022,Third party Agent,D,6203,dj_5237
20169,B404419,2/26/2022,2/26/2023,1966.844609,2022,Third party Agent,C,1967,dj_5603
20170,B404418,2/26/2022,2/26/2023,2245.025879,2022,Third party Agent,A,2245,dj_5969
20171,B406402,2/26/2022,2/26/2023,8999.3222,2022,Third party Agent,D,8999,dj_6123
20172,B406404,2/26/2022,2/26/2023,3542.8073,2022,Third party Agent,C,3543,dj_6488
20173,B406407,2/26/2022,2/26/2023,3823.3348,2022,Third party Agent,D,3823,dj_6853
20174,B406405,2/26/2022,2/26/2023,2603.2952,2022,Third party Agent,A,2603,dj_7218
20175,B406406,2/26/2022,2/26/2023,2470.6822,2022,Third party Agent,C,2471,dj_7583
20176,B406403,2/26/2022,2/26/2023,1482.2053,2022,Third party Agent,A,1482,dj_7948
20177,B408526,2/26/2022,2/26/2023,3848.1,2022,Third party Agent,A,3848,dj_8244
20178,B408523,2/26/2022,2/26/2023,3822.85,2022,Third party Agent,B,3823,dj_8609
20179,B408524,2/26/2022,2/26/2023,2251.29,2022,Third party Agent,D,2251,dj_8974
20180,B408527,2/26/2022,2/26/2023,3295.63,2022,Third party Agent,B,3296,dj_9339
20181,B408528,2/26/2022,2/26/2023,3276.44,2022,Third party Agent,B,3276,dj_9704
20182,B408525,2/26/2022,2/26/2023,-9463.91,2022,Third party Agent,A,1322,dj_10069
20183,B400344,2/27/2022,2/27/2023,7501.714308,2022,Third party Agent,D,7502,dj_58
20184,B400343,2/27/2022,2/27/2023,7427.831423,2022,Third party Agent,D,7428,dj_423
20185,B400346,2/27/2022,2/27/2023,4164.497248,2022,Third party Agent,B,4164,dj_788
20186,B400342,2/27/2022,2/27/2023,2798.184183,2022,Third party Agent,A,2798,dj_1153
20187,B400347,2/27/2022,2/27/2023,4711.854957,2022,Third party Agent,C,4712,dj_1518
20188,B402368,2/27/2022,2/27/2023,4145.766376,2022,Third party Agent,C,4146,dj_2084
20189,B402369,2/27/2022,2/27/2023,5440.277764,2022,Third party Agent,C,5440,dj_2449
20190,B402372,2/27/2022,2/27/2023,4648.378113,2022,Third party Agent,C,4648,dj_2814
20191,B402370,2/27/2022,2/27/2023,3344.501288,2022,Third party Agent,C,3345,dj_3179
20192,B402371,2/27/2022,2/27/2023,3574.474774,2022,Third party Agent,A,3574,dj_3544
20193,B402373,2/27/2022,2/27/2023,5036.523408,2022,Third party Agent,B,5037,dj_3909
20194,B404427,2/27/2022,2/27/2023,4557.021323,2022,Third party Agent,C,4557,dj_4140
20195,B404425,2/27/2022,2/27/2023,6057.139579,2022,Third party Agent,D,6057,dj_4506
20196,B404424,2/27/2022,2/27/2023,2704.540125,2022,Third party Agent,A,2705,dj_4872
20197,B404426,2/27/2022,2/27/2023,5101.020251,2022,Third party Agent,B,5101,dj_5238
20198,B404428,2/27/2022,2/27/2023,5068.050619,2022,Third party Agent,B,5068,dj_5604
20199,B404429,2/27/2022,2/27/2023,9136.709268,2022,Third party Agent,D,9137,dj_5970
20200,B406411,2/27/2022,2/27/2023,5928.8212,2022,Third party Agent,D,5929,dj_6489
20201,B406409,2/27/2022,2/27/2023,3725.4052,2022,Third party Agent,C,3725,dj_6854
20202,B406410,2/27/2022,2/27/2023,2732.8479,2022,Third party Agent,D,2733,dj_7219
20203,B406412,2/27/2022,2/27/2023,2921.5664,2022,Third party Agent,D,2922,dj_7584
20204,B406408,2/27/2022,2/27/2023,4167.1085,2022,Third party Agent,C,4167,dj_7949
20205,B408531,2/27/2022,2/27/2023,3143.12,2022,Third party Agent,C,3143,dj_8245
20206,B408532,2/27/2022,2/27/2023,4676.3,2022,Third party Agent,B,4676,dj_8610
20207,B408530,2/27/2022,2/27/2023,2323,2022,Third party Agent,C,2323,dj_8975
20208,B408533,2/27/2022,2/27/2023,3156.25,2022,Third party Agent,A,3156,dj_9340
20209,B408534,2/27/2022,2/27/2023,3658.22,2022,Third party Agent,D,3658,dj_9705
20210,B408529,2/27/2022,2/27/2023,-87189.68,2022,Third party Agent,A,1850,dj_10070
20211,B400353,2/28/2022,2/28/2023,4178.0251,2022,Third party Agent,B,4178,dj_59
20212,B400349,2/28/2022,2/28/2023,1657.682188,2022,Third party Agent,B,1658,dj_424
20213,B400350,2/28/2022,2/28/2023,4309.141205,2022,Third party Agent,B,4309,dj_789
20214,B400351,2/28/2022,2/28/2023,2730.544922,2022,Third party Agent,C,2731,dj_1519
20215,B400348,2/28/2022,2/28/2023,3026.076461,2022,Third party Agent,A,3026,dj_1884
20216,B402377,2/28/2022,2/28/2023,1766.945609,2022,Third party Agent,A,1767,dj_2085
20217,B402375,2/28/2022,2/28/2023,1413.140246,2022,Third party Agent,A,1413,dj_2815
20218,B402379,2/28/2022,2/28/2023,3687.900611,2022,Third party Agent,C,3688,dj_3545
20219,B402376,2/28/2022,2/28/2023,3433.993233,2022,Third party Agent,A,3434,dj_3910
20220,B404434,2/28/2022,2/28/2023,6995.74379,2022,Third party Agent,D,6996,dj_4141
20221,B404435,2/28/2022,2/28/2023,10059.85896,2022,Third party Agent,D,10060,dj_4507
20222,B404436,2/28/2022,2/28/2023,2790.055108,2022,Third party Agent,C,2790,dj_4508
20223,B404430,2/28/2022,2/28/2023,1760.784409,2022,Third party Agent,C,1761,dj_4873
20224,B404439,2/28/2022,2/28/2023,3513.32641,2022,Third party Agent,A,3513,dj_4874
20225,B404431,2/28/2022,2/28/2023,5843.867272,2022,Third party Agent,B,5844,dj_5239
20226,B404437,2/28/2022,2/28/2023,2486.116313,2022,Third party Agent,C,2486,dj_5240
20227,B404432,2/28/2022,2/28/2023,1613.451366,2022,Third party Agent,B,1613,dj_5605
20228,B404440,2/28/2022,2/28/2023,7342.955227,2022,Third party Agent,D,7343,dj_5606
20229,B404433,2/28/2022,2/28/2023,4769.263329,2022,Third party Agent,C,4769,dj_5971
20230,B404438,2/28/2022,2/28/2023,2874.53979,2022,Third party Agent,A,2875,dj_5972
20231,B406417,2/28/2022,2/28/2023,3108.2447,2022,Third party Agent,B,3108,dj_6125
20232,B406415,2/28/2022,2/28/2023,2933.8076,2022,Third party Agent,A,2934,dj_6490
20233,B406414,2/28/2022,2/28/2023,9089.091,2022,Third party Agent,D,9089,dj_6855
20234,B406416,2/28/2022,2/28/2023,2651.2399,2022,Third party Agent,B,2651,dj_7220
20235,B406418,2/28/2022,2/28/2023,3781.5107,2022,Third party Agent,B,3782,dj_7585
20236,B406419,2/28/2022,2/28/2023,9454.2868,2022,Third party Agent,D,9454,dj_7950
20237,B408536,2/28/2022,2/28/2023,2807.8,2022,Third party Agent,B,2808,dj_8246
20238,B408539,2/28/2022,2/28/2023,9253.62,2022,Third party Agent,D,9254,dj_8611
20239,B408540,2/28/2022,2/28/2023,1625.09,2022,Third party Agent,B,1625,dj_8976
20240,B408537,2/28/2022,2/28/2023,1961.42,2022,Third party Agent,A,1961,dj_9341
20241,B408538,2/28/2022,2/28/2023,3080.5,2022,Third party Agent,C,3081,dj_9706
20242,B408535,2/28/2022,2/28/2023,-89310.12,2022,Third party Agent,D,3725,dj_10071
20243,B400356,3/1/2022,3/1/2023,1306.998637,2022,Third party Agent,A,1307,dj_60
20244,B400359,3/1/2022,3/1/2023,3365.313368,2022,Third party Agent,B,3365,dj_790
20245,B400357,3/1/2022,3/1/2023,2796.102975,2022,Third party Agent,C,2796,dj_1155
20246,B402380,3/1/2022,3/1/2023,4793.02207,2022,Third party Agent,D,4793,dj_2086
20247,B402384,3/1/2022,3/1/2023,6122.913995,2022,Third party Agent,B,6123,dj_2816
20248,B402382,3/1/2022,3/1/2023,4368.455634,2022,Third party Agent,B,4368,dj_3546
20249,B402385,3/1/2022,3/1/2023,4010.487855,2022,Third party Agent,C,4010,dj_3911
20250,B404447,3/1/2022,3/1/2023,4780.59664,2022,Third party Agent,C,4781,dj_4509
20251,B404444,3/1/2022,3/1/2023,1420.785079,2022,Third party Agent,A,1421,dj_4875
20252,B404442,3/1/2022,3/1/2023,4270.597645,2022,Third party Agent,D,4271,dj_5241
20253,B404443,3/1/2022,3/1/2023,6118.957639,2022,Third party Agent,C,6119,dj_5607
20254,B404446,3/1/2022,3/1/2023,5203.02005,2022,Third party Agent,C,5203,dj_5973
20255,B406421,3/1/2022,3/1/2023,5797.2283,2022,Third party Agent,C,5797,dj_6126
20256,B406425,3/1/2022,3/1/2023,6439.8913,2022,Third party Agent,D,6440,dj_6491
20257,B406423,3/1/2022,3/1/2023,2681.8429,2022,Third party Agent,A,2682,dj_6856
20258,B406424,3/1/2022,3/1/2023,5057.6558,2022,Third party Agent,C,5058,dj_7221
20259,B406420,3/1/2022,3/1/2023,5950.2433,2022,Third party Agent,B,5950,dj_7586
20260,B406422,3/1/2022,3/1/2023,2448.24,2022,Third party Agent,D,2448,dj_7951
20261,B408546,3/1/2022,3/1/2023,5839.82,2022,Third party Agent,D,5840,dj_8247
20262,B408544,3/1/2022,3/1/2023,1852.34,2022,Third party Agent,A,1852,dj_8612
20263,B408542,3/1/2022,3/1/2023,2040.2,2022,Third party Agent,B,2040,dj_8977
20264,B408545,3/1/2022,3/1/2023,8193.12,2022,Third party Agent,D,8193,dj_9342
20265,B408543,3/1/2022,3/1/2023,4369.26,2022,Third party Agent,B,4369,dj_9707
20266,B408541,3/1/2022,3/1/2023,-24844.4,2022,Third party Agent,C,1879,dj_10072
20267,B400362,3/2/2022,3/2/2023,4094.776779,2022,Third party Agent,A,4095,dj_61
20268,B400365,3/2/2022,3/2/2023,2222.730165,2022,Third party Agent,B,2223,dj_426
20269,B400363,3/2/2022,3/2/2023,4823.199586,2022,Third party Agent,B,4823,dj_791
20270,B400360,3/2/2022,3/2/2023,7865.925712,2022,Third party Agent,D,7866,dj_1156
20271,B400364,3/2/2022,3/2/2023,2166.537549,2022,Third party Agent,C,2167,dj_1521
20272,B400361,3/2/2022,3/2/2023,2718.057674,2022,Third party Agent,A,2718,dj_1886
20273,B402386,3/2/2022,3/2/2023,2074.964396,2022,Third party Agent,A,2075,dj_2087
20274,B402388,3/2/2022,3/2/2023,4007.366043,2022,Third party Agent,C,4007,dj_2452
20275,B402387,3/2/2022,3/2/2023,5104.162669,2022,Third party Agent,B,5104,dj_2817
20276,B402389,3/2/2022,3/2/2023,9076.148175,2022,Third party Agent,D,9076,dj_3182
20277,B402390,3/2/2022,3/2/2023,3370.516388,2022,Third party Agent,A,3371,dj_3547
20278,B402391,3/2/2022,3/2/2023,3370.516388,2022,Third party Agent,C,3371,dj_3912
20279,B404452,3/2/2022,3/2/2023,3244.417849,2022,Third party Agent,B,3244,dj_4510
20280,B404451,3/2/2022,3/2/2023,1817.450964,2022,Third party Agent,B,1817,dj_4876
20281,B404453,3/2/2022,3/2/2023,2063.692903,2022,Third party Agent,C,2064,dj_5242
20282,B404449,3/2/2022,3/2/2023,1849.390295,2022,Third party Agent,A,1849,dj_5608
20283,B404450,3/2/2022,3/2/2023,4922.778178,2022,Third party Agent,D,4923,dj_5974
20284,B406430,3/2/2022,3/2/2023,2983.7925,2022,Third party Agent,C,2984,dj_6127
20285,B406428,3/2/2022,3/2/2023,5612.5902,2022,Third party Agent,D,5613,dj_7222
20286,B406427,3/2/2022,3/2/2023,4063.0583,2022,Third party Agent,C,4063,dj_7587
20287,B406429,3/2/2022,3/2/2023,5471.8164,2022,Third party Agent,B,5472,dj_7952
20288,B408547,3/2/2022,3/2/2023,9518.24,2022,Third party Agent,D,9518,dj_8248
20289,B408552,3/2/2022,3/2/2023,1873.55,2022,Third party Agent,B,1874,dj_8613
20290,B408549,3/2/2022,3/2/2023,1565.5,2022,Third party Agent,C,1566,dj_8978
20291,B408550,3/2/2022,3/2/2023,2092.72,2022,Third party Agent,D,2093,dj_9343
20292,B408548,3/2/2022,3/2/2023,5121.71,2022,Third party Agent,C,5122,dj_9708
20293,B408551,3/2/2022,3/2/2023,-40345.19,2022,Third party Agent,C,5334,dj_10073
20294,B400370,3/3/2022,3/3/2023,1962.579163,2022,Third party Agent,B,1963,dj_62
20295,B400368,3/3/2022,3/3/2023,3924.117722,2022,Third party Agent,C,3924,dj_427
20296,B400369,3/3/2022,3/3/2023,3436.074441,2022,Third party Agent,A,3436,dj_1157
20297,B400366,3/3/2022,3/3/2023,5564.109641,2022,Third party Agent,B,5564,dj_1522
20298,B402392,3/3/2022,3/3/2023,3871.046917,2022,Third party Agent,C,3871,dj_2088
20299,B402393,3/3/2022,3/3/2023,2175.902985,2022,Third party Agent,A,2176,dj_2453
20300,B402394,3/3/2022,3/3/2023,5337.257967,2022,Third party Agent,C,5337,dj_2818
20301,B402396,3/3/2022,3/3/2023,3437.115045,2022,Third party Agent,A,3437,dj_3183
20302,B402397,3/3/2022,3/3/2023,1995.878491,2022,Third party Agent,A,1996,dj_3548
20303,B402395,3/3/2022,3/3/2023,2319.506338,2022,Third party Agent,A,2320,dj_3913
20304,B404454,3/3/2022,3/3/2023,5249.383595,2022,Third party Agent,C,5249,dj_4145
20305,B404459,3/3/2022,3/3/2023,4549.809216,2022,Third party Agent,B,4550,dj_4511
20306,B404456,3/3/2022,3/3/2023,2505.692032,2022,Third party Agent,D,2506,dj_4877
20307,B404457,3/3/2022,3/3/2023,2501.570828,2022,Third party Agent,C,2502,dj_5243
20308,B404458,3/3/2022,3/3/2023,2906.479121,2022,Third party Agent,C,2906,dj_5609
20309,B404455,3/3/2022,3/3/2023,4569.384935,2022,Third party Agent,B,4569,dj_5975
20310,B406434,3/3/2022,3/3/2023,3222.4959,2022,Third party Agent,A,3222,dj_6128
20311,B406435,3/3/2022,3/3/2023,2360.5114,2022,Third party Agent,A,2361,dj_6493
20312,B406432,3/3/2022,3/3/2023,4688.3796,2022,Third party Agent,D,4688,dj_6858
20313,B406437,3/3/2022,3/3/2023,2589.0138,2022,Third party Agent,A,2589,dj_7223
20314,B406433,3/3/2022,3/3/2023,5909.4393,2022,Third party Agent,C,5909,dj_7588
20315,B406436,3/3/2022,3/3/2023,3143.9482,2022,Third party Agent,D,3144,dj_7953
20316,B408553,3/3/2022,3/3/2023,2195.74,2022,Third party Agent,B,2196,dj_8249
20317,B408558,3/3/2022,3/3/2023,3704.68,2022,Third party Agent,A,3705,dj_8614
20318,B408557,3/3/2022,3/3/2023,2360.37,2022,Third party Agent,A,2360,dj_8979
20319,B408554,3/3/2022,3/3/2023,3692.56,2022,Third party Agent,D,3693,dj_9344
20320,B408556,3/3/2022,3/3/2023,5416.63,2022,Third party Agent,D,5417,dj_9709
20321,B408555,3/3/2022,3/3/2023,-91391.14,2022,Third party Agent,B,2511,dj_10074
20322,B400374,3/4/2022,3/4/2023,2499.530832,2022,Third party Agent,A,2500,dj_63
20323,B400373,3/4/2022,3/4/2023,4674.393213,2022,Third party Agent,C,4674,dj_428
20324,B400375,3/4/2022,3/4/2023,1786.717085,2022,Third party Agent,A,1787,dj_793
20325,B400372,3/4/2022,3/4/2023,5331.014343,2022,Third party Agent,B,5331,dj_1523
20326,B402402,3/4/2022,3/4/2023,2936.584516,2022,Third party Agent,C,2937,dj_2454
20327,B402398,3/4/2022,3/4/2023,10258.27433,2022,Third party Agent,D,10258,dj_2819
20328,B402399,3/4/2022,3/4/2023,1546.337559,2022,Third party Agent,A,1546,dj_3184
20329,B402403,3/4/2022,3/4/2023,9631.830717,2022,Third party Agent,D,9632,dj_3549
20330,B402400,3/4/2022,3/4/2023,2317.42513,2022,Third party Agent,B,2317,dj_3914
20331,B404461,3/4/2022,3/4/2023,1457.875915,2022,Third party Agent,A,1458,dj_4512
20332,B404465,3/4/2022,3/4/2023,5212.292759,2022,Third party Agent,B,5212,dj_4878
20333,B404463,3/4/2022,3/4/2023,1850.420596,2022,Third party Agent,B,1850,dj_5244
20334,B404460,3/4/2022,3/4/2023,2706.600727,2022,Third party Agent,B,2707,dj_5610
20335,B404464,3/4/2022,3/4/2023,2324.359056,2022,Third party Agent,A,2324,dj_5976
20336,B406443,3/4/2022,3/4/2023,2276.8632,2022,Third party Agent,A,2277,dj_6129
20337,B406441,3/4/2022,3/4/2023,2948.089,2022,Third party Agent,C,2948,dj_6494
20338,B406439,3/4/2022,3/4/2023,3969.2091,2022,Third party Agent,B,3969,dj_6859
20339,B406440,3/4/2022,3/4/2023,2632.8781,2022,Third party Agent,A,2633,dj_7224
20340,B406442,3/4/2022,3/4/2023,1724.9891,2022,Third party Agent,B,1725,dj_7589
20341,B406438,3/4/2022,3/4/2023,1947.3709,2022,Third party Agent,A,1947,dj_7954
20342,B408560,3/4/2022,3/4/2023,2648.22,2022,Third party Agent,C,2648,dj_8250
20343,B408564,3/4/2022,3/4/2023,9290.99,2022,Third party Agent,D,9291,dj_8615
20344,B408563,3/4/2022,3/4/2023,4870.22,2022,Third party Agent,C,4870,dj_8980
20345,B408562,3/4/2022,3/4/2023,5746.9,2022,Third party Agent,B,5747,dj_9345
20346,B408561,3/4/2022,3/4/2023,2837.09,2022,Third party Agent,C,2837,dj_9710
20347,B408559,3/4/2022,3/4/2023,-71166.88,2022,Third party Agent,D,1628,dj_10075
20348,B400381,3/5/2022,3/5/2023,6167.659967,2022,Third party Agent,C,6168,dj_429
20349,B400380,3/5/2022,3/5/2023,3013.589213,2022,Third party Agent,D,3014,dj_1889
20350,B402405,3/5/2022,3/5/2023,6778.494521,2022,Third party Agent,D,6778,dj_2455
20351,B402407,3/5/2022,3/5/2023,6379.943185,2022,Third party Agent,D,6380,dj_2820
20352,B402408,3/5/2022,3/5/2023,10243.70587,2022,Third party Agent,D,10244,dj_3185
20353,B402409,3/5/2022,3/5/2023,3652.520075,2022,Third party Agent,A,3653,dj_3915
20354,B404469,3/5/2022,3/5/2023,3180.539187,2022,Third party Agent,B,3181,dj_4147
20355,B404467,3/5/2022,3/5/2023,7998.226663,2022,Third party Agent,D,7998,dj_4513
20356,B404468,3/5/2022,3/5/2023,3953.264937,2022,Third party Agent,D,3953,dj_4879
20357,B404471,3/5/2022,3/5/2023,2529.388955,2022,Third party Agent,A,2529,dj_5245
20358,B404466,3/5/2022,3/5/2023,4079.99196,2022,Third party Agent,A,4080,dj_5611
20359,B404470,3/5/2022,3/5/2023,2054.420194,2022,Third party Agent,B,2054,dj_5977
20360,B406446,3/5/2022,3/5/2023,1693.366,2022,Third party Agent,A,1693,dj_6130
20361,B406449,3/5/2022,3/5/2023,2383.9737,2022,Third party Agent,B,2384,dj_6860
20362,B406447,3/5/2022,3/5/2023,5006.6508,2022,Third party Agent,D,5007,dj_7225
20363,B406445,3/5/2022,3/5/2023,1276.1451,2022,Third party Agent,A,1276,dj_7590
20364,B406444,3/5/2022,3/5/2023,4606.7716,2022,Third party Agent,C,4607,dj_7955
20365,B408567,3/5/2022,3/5/2023,3597.62,2022,Third party Agent,A,3598,dj_8251
20366,B408568,3/5/2022,3/5/2023,2339.16,2022,Third party Agent,A,2339,dj_8616
20367,B408569,3/5/2022,3/5/2023,2284.62,2022,Third party Agent,C,2285,dj_8981
20368,B408570,3/5/2022,3/5/2023,3847.09,2022,Third party Agent,C,3847,dj_9346
20369,B408566,3/5/2022,3/5/2023,4686.4,2022,Third party Agent,B,4686,dj_9711
20370,B408565,3/5/2022,3/5/2023,-47432.1,2022,Third party Agent,A,3828,dj_10076
20371,B400389,3/6/2022,3/6/2023,2782.575123,2022,Third party Agent,D,2783,dj_65
20372,B400388,3/6/2022,3/6/2023,1761.742589,2022,Third party Agent,A,1762,dj_430
20373,B400384,3/6/2022,3/6/2023,1868.924802,2022,Third party Agent,C,1869,dj_1525
20374,B402411,3/6/2022,3/6/2023,4499.571739,2022,Third party Agent,D,4500,dj_2456
20375,B402412,3/6/2022,3/6/2023,4275.841877,2022,Third party Agent,C,4276,dj_3186
20376,B402415,3/6/2022,3/6/2023,3708.712692,2022,Third party Agent,A,3709,dj_3551
20377,B404475,3/6/2022,3/6/2023,3826.537914,2022,Third party Agent,A,3827,dj_4148
20378,B404473,3/6/2022,3/6/2023,2675.691697,2022,Third party Agent,C,2676,dj_4514
20379,B404472,3/6/2022,3/6/2023,10004.22271,2022,Third party Agent,D,10004,dj_4880
20380,B404476,3/6/2022,3/6/2023,5296.777441,2022,Third party Agent,B,5297,dj_5246
20381,B404474,3/6/2022,3/6/2023,4361.264133,2022,Third party Agent,C,4361,dj_5612
20382,B404477,3/6/2022,3/6/2023,6051.988074,2022,Third party Agent,C,6052,dj_5978
20383,B406451,3/6/2022,3/6/2023,8119.996,2022,Third party Agent,D,8120,dj_6861
20384,B406455,3/6/2022,3/6/2023,2868.5212,2022,Third party Agent,C,2869,dj_7226
20385,B406450,3/6/2022,3/6/2023,4050.8171,2022,Third party Agent,C,4051,dj_7591
20386,B406452,3/6/2022,3/6/2023,4509.8621,2022,Third party Agent,C,4510,dj_7956
20387,B408574,3/6/2022,3/6/2023,2409.86,2022,Third party Agent,C,2410,dj_8252
20388,B408572,3/6/2022,3/6/2023,1822.04,2022,Third party Agent,A,1822,dj_8617
20389,B408571,3/6/2022,3/6/2023,1266.54,2022,Third party Agent,A,1267,dj_8982
20390,B408573,3/6/2022,3/6/2023,5210.59,2022,Third party Agent,D,5211,dj_9347
20391,B408575,3/6/2022,3/6/2023,5616.61,2022,Third party Agent,C,5617,dj_9712
20392,B408576,3/6/2022,3/6/2023,-76349.55,2022,Third party Agent,D,4388,dj_10077
20393,B400393,3/7/2022,3/7/2023,4839.849251,2022,Third party Agent,B,4840,dj_66
20394,B400395,3/7/2022,3/7/2023,8724.42402,2022,Third party Agent,D,8724,dj_796
20395,B400390,3/7/2022,3/7/2023,5358.070047,2022,Third party Agent,D,5358,dj_1526
20396,B400391,3/7/2022,3/7/2023,5432.993536,2022,Third party Agent,B,5433,dj_1891
20397,B402417,3/7/2022,3/7/2023,4987.61502,2022,Third party Agent,D,4988,dj_2822
20398,B402418,3/7/2022,3/7/2023,3299.755316,2022,Third party Agent,A,3300,dj_3187
20399,B402421,3/7/2022,3/7/2023,2809.630827,2022,Third party Agent,B,2810,dj_3917
20400,B404478,3/7/2022,3/7/2023,2673.631095,2022,Third party Agent,D,2674,dj_4149
20401,B404480,3/7/2022,3/7/2023,3491.690089,2022,Third party Agent,A,3492,dj_4881
20402,B404481,3/7/2022,3/7/2023,1858.663004,2022,Third party Agent,C,1859,dj_5247
20403,B404483,3/7/2022,3/7/2023,4574.53644,2022,Third party Agent,C,4575,dj_5613
20404,B404482,3/7/2022,3/7/2023,2435.631564,2022,Third party Agent,A,2436,dj_5979
20405,B406456,3/7/2022,3/7/2023,2250.3406,2022,Third party Agent,A,2250,dj_6132
20406,B406458,3/7/2022,3/7/2023,5444.2737,2022,Third party Agent,B,5444,dj_6497
20407,B406459,3/7/2022,3/7/2023,9007.483,2022,Third party Agent,D,9007,dj_6862
20408,B406460,3/7/2022,3/7/2023,3511.1842,2022,Third party Agent,B,3511,dj_7227
20409,B406457,3/7/2022,3/7/2023,8091.4332,2022,Third party Agent,D,8091,dj_7592
20410,B406461,3/7/2022,3/7/2023,1942.2704,2022,Third party Agent,A,1942,dj_7957
20411,B408577,3/7/2022,3/7/2023,8440.57,2022,Third party Agent,D,8441,dj_8253
20412,B408580,3/7/2022,3/7/2023,4582.37,2022,Third party Agent,D,4582,dj_8618
20413,B408578,3/7/2022,3/7/2023,3264.32,2022,Third party Agent,A,3264,dj_8983
20414,B408581,3/7/2022,3/7/2023,5927.69,2022,Third party Agent,C,5928,dj_9348
20415,B408579,3/7/2022,3/7/2023,2929,2022,Third party Agent,A,2929,dj_9713
20416,B408582,3/7/2022,3/7/2023,-49178.38,2022,Third party Agent,A,3901,dj_10078
20417,B400398,3/8/2022,3/8/2023,3578.63719,2022,Third party Agent,A,3579,dj_67
20418,B400397,3/8/2022,3/8/2023,2310.140902,2022,Third party Agent,D,2310,dj_432
20419,B400396,3/8/2022,3/8/2023,6221.771376,2022,Third party Agent,C,6222,dj_1162
20420,B400400,3/8/2022,3/8/2023,2150.928489,2022,Third party Agent,A,2151,dj_1527
20421,B402424,3/8/2022,3/8/2023,1659.763396,2022,Third party Agent,B,1660,dj_2093
20422,B402422,3/8/2022,3/8/2023,3393.409677,2022,Third party Agent,A,3393,dj_2823
20423,B402426,3/8/2022,3/8/2023,5267.537499,2022,Third party Agent,B,5268,dj_3188
20424,B402427,3/8/2022,3/8/2023,1641.032524,2022,Third party Agent,A,1641,dj_3553
20425,B402423,3/8/2022,3/8/2023,4002.163022,2022,Third party Agent,B,4002,dj_3918
20426,B404485,3/8/2022,3/8/2023,2030.723271,2022,Third party Agent,A,2031,dj_4516
20427,B404488,3/8/2022,3/8/2023,2881.751897,2022,Third party Agent,C,2882,dj_4882
20428,B404484,3/8/2022,3/8/2023,1839.087285,2022,Third party Agent,D,1839,dj_5248
20429,B404486,3/8/2022,3/8/2023,2961.085074,2022,Third party Agent,B,2961,dj_5614
20430,B404489,3/8/2022,3/8/2023,3938.840723,2022,Third party Agent,C,3939,dj_5980
20431,B406466,3/8/2022,3/8/2023,3506.0837,2022,Third party Agent,A,3506,dj_6133
20432,B406467,3/8/2022,3/8/2023,5216.7914,2022,Third party Agent,B,5217,dj_6498
20433,B406462,3/8/2022,3/8/2023,1802.5167,2022,Third party Agent,B,1803,dj_7228
20434,B406464,3/8/2022,3/8/2023,2999.094,2022,Third party Agent,A,2999,dj_7593
20435,B406465,3/8/2022,3/8/2023,9910.2715,2022,Third party Agent,D,9910,dj_7958
20436,B408587,3/8/2022,3/8/2023,2736.09,2022,Third party Agent,A,2736,dj_8254
20437,B408584,3/8/2022,3/8/2023,3603.68,2022,Third party Agent,B,3604,dj_8619
20438,B408586,3/8/2022,3/8/2023,5260.08,2022,Third party Agent,C,5260,dj_8984
20439,B408588,3/8/2022,3/8/2023,4352.09,2022,Third party Agent,D,4352,dj_9349
20440,B408585,3/8/2022,3/8/2023,3201.7,2022,Third party Agent,A,3202,dj_9714
20441,B408583,3/8/2022,3/8/2023,-75669.4,2022,Third party Agent,D,4707,dj_10079
20442,B400406,3/9/2022,3/9/2023,8034.503561,2022,Third party Agent,D,8035,dj_68
20443,B400404,3/9/2022,3/9/2023,2995.898945,2022,Third party Agent,B,2996,dj_433
20444,B400405,3/9/2022,3/9/2023,3862.722085,2022,Third party Agent,A,3863,dj_1163
20445,B400402,3/9/2022,3/9/2023,5793.042524,2022,Third party Agent,B,5793,dj_1528
20446,B400403,3/9/2022,3/9/2023,4007.366043,2022,Third party Agent,C,4007,dj_1893
20447,B402428,3/9/2022,3/9/2023,2456.866068,2022,Third party Agent,A,2457,dj_2094
20448,B402431,3/9/2022,3/9/2023,3258.131155,2022,Third party Agent,A,3258,dj_2459
20449,B402429,3/9/2022,3/9/2023,4518.302611,2022,Third party Agent,C,4518,dj_2824
20450,B402432,3/9/2022,3/9/2023,1844.99091,2022,Third party Agent,B,1845,dj_3189
20451,B402433,3/9/2022,3/9/2023,1574.433867,2022,Third party Agent,A,1574,dj_3554
20452,B402430,3/9/2022,3/9/2023,3154.070754,2022,Third party Agent,C,3154,dj_3919
20453,B404493,3/9/2022,3/9/2023,5113.383863,2022,Third party Agent,C,5113,dj_4151
20454,B404494,3/9/2022,3/9/2023,2624.176647,2022,Third party Agent,D,2624,dj_4517
20455,B404490,3/9/2022,3/9/2023,5642.958577,2022,Third party Agent,C,5643,dj_4883
20456,B404492,3/9/2022,3/9/2023,4987.687141,2022,Third party Agent,B,4988,dj_5249
20457,B404491,3/9/2022,3/9/2023,5763.503794,2022,Third party Agent,B,5764,dj_5615
20458,B406471,3/9/2022,3/9/2023,5968.6051,2022,Third party Agent,B,5969,dj_6134
